name,city,income,credit_score,loan_amount,employment_years,points,loan_approved,loan_to_income
Jaclyn Griffin,Scottview,42833,531,18600,36,25,False,0.43424462447178575
Paul Contreras,Lake Mauriceside,36630,723,39648,14,50,False,1.0823914823914824
Sara Cardenas,Sheppardfort,115477,541,32212,19,50,False,0.27894732284351
Steven Klein,North Stacy,100855,759,12329,10,90,True,0.12224480690099648
Rhonda Martinez,Millerchester,139579,506,42105,9,45,False,0.3016571260719736
Deanna Bartlett,North Paulfurt,31934,633,19101,33,40,False,0.5981399135717417
Shane Buchanan,Rodriguezberg,42224,451,38132,37,25,False,0.9030882910193255
Traci Garcia,New Kimberlyport,128771,848,23535,26,95,True,0.1827663060782319
Matthew Armstrong,Johnsonview,141240,712,10427,39,85,True,0.07382469555366751
Melissa Williams,Hannahton,60982,786,18601,23,75,True,0.3050244334393756
Robert Turner,Meganville,51798,533,9807,19,45,False,0.18933163442603962
Jessica Petersen,Jessicaland,83269,492,29948,13,45,False,0.3596536526198225
Jennifer Washington,Lorihaven,93653,462,5300,19,55,False,0.05659188707249101
Jennifer Deleon,East Jamesborough,93092,359,17350,2,40,False,0.18637476904567524
Thomas Bush,Michealmouth,58016,817,27014,40,75,True,0.46563017098731385
Melanie Allen,Wheelerburgh,143331,785,39461,35,85,True,0.275313784177882
Christopher Kline,West Anthonyton,82565,466,38503,13,40,False,0.46633561436444015
Maria Byrd,Denisehaven,148284,320,45708,0,35,False,0.308246338107955
Carlos Thompson,East Johnnyport,37685,581,28774,24,40,False,0.7635398699747911
Judy Robinson,Ericafurt,51579,404,1481,32,50,False,0.028713236006902034
Dr. Sara Hoffman DDS,Kennethville,79672,793,5183,21,90,True,0.06505422231147706
Margaret Hensley MD,Jacobhaven,30282,546,4720,38,35,False,0.15586817251172314
Francisco Taylor,Lake Tylerport,81173,565,28431,25,45,False,0.3502519310608207
Andrew Erickson,West Jessica,64760,527,45978,34,35,False,0.7099752933909821
Karen Shepard,Williamburgh,132769,485,20253,6,50,False,0.15254313883511963
Patrick Hardy,Lake Rachel,132908,391,15565,22,55,False,0.11711108435910554
Seth Fisher,Nathanshire,89638,601,31393,7,55,False,0.35021977286418704
Sean Silva,South Pamelahaven,67388,422,45610,24,35,False,0.676826734730219
Jennifer Pitts,East Victoria,85444,650,27816,36,60,True,0.32554655680913813
Victoria Thomas,Port Christopher,121303,640,42355,11,65,True,0.3491669620701879
Anthony Hayes,Port Kim,125748,462,33084,5,45,False,0.2630976238190667
Jeffrey Jordan,Sanfordfurt,132676,304,3472,34,60,True,0.026169013235249783
Jake Smith,Katherinehaven,102845,495,2174,0,45,False,0.02113860664106179
Danielle Steele,Larryville,116752,692,33986,37,75,True,0.2910956557489379
Austin Williams,Stephenhaven,124163,836,23140,27,95,True,0.18636791958957177
Whitney Cooper,Howardborough,93788,468,27436,1,30,False,0.2925320936580373
Nicholas Anderson,New Williamville,50289,675,47603,2,50,False,0.9465887172145002
Martin Wise,New Virginiaville,54890,320,4161,7,45,False,0.07580615777008562
James Kelley,Milesborough,68890,309,20733,26,40,False,0.30095804906372475
Mary Nelson,South Maria,58534,407,34527,39,35,False,0.5898623022516828
Brian Rodriguez,New James,37665,569,35284,12,25,False,0.9367848134873225
Jason Martin,Lozanofort,105914,638,16368,0,55,False,0.1545404762354363
Brandon Rodriguez,Hernandezland,126434,823,5918,6,95,True,0.0468070297546546
Maria Bryant,Josephton,101066,402,12449,2,45,False,0.12317693388478816
Heather Rhodes,Rodgersville,37989,346,1633,8,35,False,0.042986127563241994
Carolyn Howard,Friedmanview,128038,395,25420,21,55,False,0.1985348099782877
James Rivers,Maryfort,71104,731,43522,10,60,True,0.6120893339333934
Michael Brown,North Robert,37492,794,38286,28,60,True,1.0211778512749388
James Howard,Port Gabrielleberg,36572,794,32989,7,55,False,0.9020288745488352
Jessica Brown,Alexanderhaven,106569,529,44898,21,45,False,0.42130450693916616
Melissa Montgomery,Stanleybury,92493,793,23659,24,80,True,0.2557923302303958
Ronald Mcclain,North Dawnburgh,95909,817,31755,31,85,True,0.33109510056407637
Angela Vasquez,West Tara,141767,351,34222,14,55,False,0.2413960935901867
Jamie Montoya,South Seanshire,99615,758,6768,31,90,True,0.06794157506399638
Bryan Jimenez,North Richardton,50635,300,6956,38,45,False,0.1373753332675027
Marcia Wu,Lake Emily,37455,649,24812,3,30,False,0.662448271258844
Sarah Rivera,Moranstad,96562,763,8472,6,85,True,0.08773637662848739
Courtney Peterson,Amystad,40500,408,4000,10,40,False,0.09876543209876543
Rodney Newton MD,Cherylborough,141587,423,26748,13,55,False,0.1889156490355753
Richard Love,Port Robertshire,54356,426,30524,29,35,False,0.5615571418058724
Tina Taylor,Smithton,38981,743,39346,30,60,True,1.0093635360816808
Priscilla Kent,Lake Lisa,107992,406,26389,38,55,False,0.24436069338469515
Erica Keith,Pettybury,38907,580,27074,21,40,False,0.6958644973912149
Jodi Anderson,Morrisonhaven,118501,606,46973,35,65,True,0.3963932793816086
Michelle Walls,East Jason,142960,597,45997,22,65,True,0.32174734191382204
Brandi Page,New Amy,60828,630,47553,7,45,False,0.7817616886959953
Kristina Aguilar,Craigside,82923,592,28681,0,45,False,0.34587508893793034
Allison Thomas,East Josephburgh,45713,593,45786,16,40,False,1.0015969199133725
Antonio Mueller,Port Amber,146691,667,30661,6,65,True,0.20901759480813412
Megan Hoffman,Lake Deborah,104668,698,16571,32,80,True,0.15831963924026446
Rebecca Roberts,South Paulmouth,62271,355,1849,16,50,False,0.029692794398676753
Sean Dalton,Greerstad,105880,501,48507,12,45,False,0.4581318473743861
Christopher Fleming,East Jill,107924,422,25720,2,45,False,0.2383158518957785
Justin Anderson,Adammouth,35209,458,3617,9,30,False,0.10272941577437587
Linda Ayala,Tracyshire,111183,666,5776,20,75,True,0.05195038809890001
Tina Meyer,South Amy,40745,713,7025,22,60,True,0.1724137931034483
Daniel Rivera,Kellyhaven,84948,786,37787,0,60,True,0.4448250694542544
Gregory Allen,North Felicia,116163,628,25993,7,65,True,0.223763160386698
Joshua Campbell,Williehaven,106503,756,32903,2,75,True,0.308939654282039
Matthew Flores,North Garyside,104085,846,1480,40,100,True,0.014219147811884518
Michael Ayala,Houstonborough,98522,850,47054,27,80,True,0.47759891191815024
Teresa Burgess,North Stephen,71467,639,3482,5,60,True,0.048721787678229114
Christopher King,New Lorraineview,64179,717,26430,28,60,True,0.41181694946945263
Jessica Smith,New Adamland,56772,346,46933,4,25,False,0.8266927358557035
Jonathan Roberts,Catherineport,117782,748,25996,25,90,True,0.22071284236980185
Amanda Moore,East Julie,123872,602,42552,9,60,True,0.34351588736760524
Stephen Sanford,Susantown,71180,444,9076,2,35,False,0.12750772688957573
Kyle Medina,West Jasonstad,61285,516,28043,32,35,False,0.4575834217182018
Clinton Jensen,Jamesburgh,64814,355,36969,29,35,False,0.5703860277100626
Angel Powers,Coreyshire,81876,798,22682,22,80,True,0.27702867751233573
Matthew Garcia,East Louismouth,47154,636,41392,19,40,False,0.8778046401153666
Brittany Knight,Susanburgh,118039,304,21526,15,55,False,0.1823634561458501
Michelle Davidson,Maryberg,114607,639,32454,29,65,True,0.28317642028846407
Raymond Tucker,East Debbieland,69321,587,10175,34,60,True,0.14678091775940913
Nicholas Sims,North Melissatown,89929,714,39668,13,65,True,0.4411035372349298
Kristen Stephens,Valdezberg,71441,674,26722,14,65,True,0.37404291653252336
Leah Vincent,South Walter,128548,392,27003,23,55,False,0.21006161122693467
Mary Charles,Port Willie,39508,756,11434,11,65,True,0.28940973979953427
Krystal Brennan,Lake Jessica,31220,667,3648,14,50,False,0.11684817424727739
Crystal Baker,North Elizabeth,90068,830,24674,24,85,True,0.273948572189901
Jesse Williams,Dakotahaven,111416,580,49621,16,60,True,0.44536691319020605
Laura Bennett,Diazland,103792,829,17487,24,95,True,0.16848119315554186
Courtney Sullivan,Tommyfort,43104,306,33888,8,20,False,0.7861915367483296
David Robertson,Jasonburgh,39602,461,24738,38,25,False,0.6246654209383364
Bailey Hall,Jenniferfort,100468,790,32393,13,85,True,0.3224210693952303
Maria Jenkins,North David,57938,464,9829,40,45,False,0.16964686388898478
Stephanie Thomas,West Sandra,96307,829,27571,38,85,True,0.28628240937834215
Marcia Johns,Staceyborough,64760,759,40749,30,70,True,0.6292310067943174
Carolyn Greer,Port Brandi,47361,486,41842,32,25,False,0.8834695213361204
Nathaniel Cooper,Carlsonland,75745,535,25786,24,45,False,0.34043171166413627
Alan Mills,Serranoville,145456,481,32186,39,55,False,0.22127653723462765
Sherry Schmidt,North Timothyberg,39016,301,45470,27,25,False,1.1654193151527579
Jacqueline Williams,Perezfort,145247,690,23971,37,80,True,0.1650361109007415
Susan Hood,South Dennisfort,62018,538,6493,18,45,False,0.10469541100970686
Kimberly Scott,Lake Juliatown,78434,835,8722,33,90,True,0.1112017747405462
Matthew Watts,Robertville,67353,458,28923,37,35,False,0.42942407910560776
Scott Henderson,Cherylfurt,50676,508,28081,35,35,False,0.5541281869129371
Karen Wood,Kingport,87433,652,47235,25,55,False,0.5402422426315007
Sarah Hopkins,South Krista,139280,465,7571,13,60,True,0.054358127512923606
Rachel Owen,East Paultown,101200,393,10524,30,55,False,0.10399209486166008
Bobby Johnson,Ariasfurt,122214,833,19774,38,95,True,0.16179815733058406
Raymond Thompson,Gonzalesborough,69651,830,19743,12,80,True,0.28345608821122453
Kyle Black,New Gavin,110173,336,24575,15,55,False,0.22305828106704909
Vanessa Miller,Kimberlystad,135788,704,27571,37,80,True,0.20304445164521165
Adrian Padilla,New Justinside,115717,656,23772,17,70,True,0.2054322182566088
Victor Gibson,Andrewsview,99329,479,27681,32,45,False,0.2786799424135952
Benjamin Phillips,Port Williamview,31025,850,38676,16,65,True,1.246607574536664
Tracy Hart,Port Matthew,117538,769,45668,29,85,True,0.3885381748881213
Shannon Olson,Carlosbury,137099,535,21691,26,55,False,0.15821413722930144
Kelli Smith,Johnland,102692,708,45151,21,70,True,0.43967397655124063
Timothy Woods,Jefferyshire,69240,575,12978,12,45,False,0.18743500866551127
Mr. Nicolas Salas II,Port John,116951,664,11223,6,70,True,0.0959632666672367
Blake Sosa,Austinside,43577,343,32607,23,25,False,0.7482616976845584
Katherine Galloway,Travishaven,145097,586,27075,14,70,True,0.18659930942748645
Bethany Fox,Mendozaside,47601,333,33930,22,25,False,0.7128001512573265
Michael Thompson,Lake Aprilmouth,64664,308,1774,13,50,False,0.02743412099468019
Brian Ward,Jacobview,45129,542,18655,30,25,False,0.41337055995036454
Grace White,Clarkstad,146616,673,27253,17,80,True,0.18588012222404104
Kenneth Krause,Port Cory,44029,576,16453,35,30,False,0.3736855254491358
James Thomas,South Linda,127310,480,28624,31,55,False,0.22483701201790904
Steven Mccoy,Kristenport,102512,556,37840,36,50,False,0.3691275167785235
Brett Martin,Port Jonathan,50374,398,30481,21,35,False,0.6050938976456108
Isaac Grant,Mauricechester,65697,424,24009,38,40,False,0.3654504771907393
Kenneth Banks,Port Justin,66930,632,45118,32,50,False,0.6741072762587779
Dr. Steve James,Stevenberg,109276,471,42981,21,50,False,0.39332515831472603
Logan Sullivan,North Fernandobury,57607,621,21766,18,55,False,0.37783602687173434
Lisa Foster,Normanstad,124058,833,30510,26,95,True,0.2459333537538893
Scott Martinez,Lake Johnathan,74942,381,14800,10,45,False,0.19748605588321635
Brendan Zuniga,Kelleytown,56685,706,35339,5,55,False,0.6234277145629356
Luke Miller,Parkerbury,120111,590,30042,40,65,True,0.2501186402577616
Joseph Jackson,Lake Michaelmouth,113130,787,31617,34,85,True,0.2794749403341289
Kimberly Taylor,New Carla,141792,745,35305,40,90,True,0.2489914804784473
Emily Reed,Port Christopher,64600,615,24971,26,55,False,0.3865479876160991
Eric Smith,West Justin,96244,847,1545,31,95,True,0.01605294875524708
Karen Smith,Yatesbury,94032,307,36927,23,45,False,0.3927067381316999
Stephen Kim,East Jennifer,62914,699,25796,14,60,True,0.4100200273389071
Jay Allen,Justinside,148664,575,28060,12,55,False,0.18874778022924177
Catherine Roberts,Williamsonview,149034,803,13306,20,100,True,0.08928164043104259
Anthony Nichols,North Julian,140900,428,47871,28,50,False,0.3397515968772179
Crystal Hernandez,Robinsonchester,36658,619,33662,23,40,False,0.918271591467074
Rick Rivera,North Joseph,42097,701,5678,34,60,True,0.13487896999786209
Corey Skinner,Claytonville,113136,554,26218,28,55,False,0.23173879225003535
Zachary Gonzalez,New Elizabethborough,85518,784,26501,19,80,True,0.3098879768002058
Caitlin Chandler,West Timothyport,138704,503,24620,3,45,False,0.17750028838389664
Claudia Rodriguez,Nguyenburgh,66265,582,39318,7,45,False,0.593344903040821
David Novak,Barkerberg,35778,680,6864,15,60,True,0.19184974006372632
Brandon Montgomery,North Michaelberg,30464,849,8038,8,65,True,0.26385241596638653
Eugene Grant DDS,Lindamouth,73719,497,2399,24,50,False,0.032542492437499154
Chad Roach,Mannside,131072,601,36568,31,65,True,0.27899169921875
Cody Bailey,Hillside,47146,464,5513,33,35,False,0.11693462860051754
Edward Baker,Shawnhaven,113507,688,49080,11,70,True,0.4323962398794788
Lisa Diaz,West Jennifer,64335,696,13443,33,70,True,0.20895313592912101
Pamela Moore,Marcusmouth,51178,413,7308,33,45,False,0.14279573254132635
Amanda Pace,Port Anthony,127154,409,32809,12,50,False,0.25802570111832895
Kenneth Huff,Foxshire,87912,562,4216,23,55,False,0.04795704795704796
Mitchell Smith,Lake Travis,102309,381,31674,40,50,False,0.30959153153681496
Justin Hurley,Shortton,122493,572,35669,2,40,False,0.29119214975549623
Sandra Miller,New Colton,86057,536,35842,24,40,False,0.4164913952380399
Joseph Wright,New Kara,103519,725,49896,6,65,True,0.48199847371014015
Laura Craig,Andradeburgh,31267,484,37042,25,25,False,1.1846995234592381
Mary Ferguson,Mahoneymouth,44663,632,25361,26,40,False,0.5678301950160087
Jessica Swanson,New Amy,39862,684,37060,16,50,False,0.9297074908434098
Jesse Moyer,Lake Austinport,145750,316,34922,8,50,False,0.23960205831903944
Elizabeth Evans MD,Andrewview,120573,823,37459,36,90,True,0.3106748608726663
Brittney Johnson,Ericview,148479,675,39152,15,75,True,0.26368712073761275
Robert Davis,Carrollborough,49536,379,48420,20,25,False,0.9774709302325582
Carrie Petersen,New Dawnton,101511,690,6143,3,75,True,0.06051560914580686
Felicia Hobbs,Butlerville,34722,532,49999,38,25,False,1.4399804158746616
Madison Chen,West Alicemouth,139392,453,22419,32,55,False,0.16083419421487602
Brittany Nunez,Maddoxshire,78393,816,6903,14,95,True,0.08805633156021583
Richard Hernandez,Christophershire,106350,350,36923,25,50,False,0.3471838269863658
James Hamilton,Port Dennis,102420,502,32972,25,50,False,0.32192931068150754
Christina Gilbert,East Charles,49410,740,22195,36,60,True,0.4492005666869055
Michael Henderson,Jamesstad,86333,324,20976,10,50,False,0.242966189058645
Lisa Branch MD,South Brady,46704,539,14086,23,30,False,0.3016015758821514
Nicholas Miller,East Stacyberg,35482,594,1900,21,55,False,0.053548278000112734
Ashley Cole,West Jasonside,70404,516,14356,34,45,False,0.20390886881427192
Deanna Webb,Lake Holly,77795,318,25681,37,45,False,0.3301111896651456
Kelsey Scott,West Jamesview,147831,354,31471,0,40,False,0.2128849835284886
Matthew Alvarado,Michelletown,134349,599,43559,24,65,True,0.32422273332886736
James Bray,West Toddside,142814,390,13217,12,60,True,0.09254694917865196
Judith House,North Johnhaven,35229,612,22860,31,40,False,0.6488972153623436
Christopher Reed,Michaelport,147823,541,33850,17,55,False,0.2289900759692335
Lori Johns,New Stacybury,76898,455,23399,25,45,False,0.3042861973003199
Anita Reyes,South John,57535,456,28948,19,35,False,0.5031372208221083
Erin Daniels,Lake Dillon,119399,507,10051,19,60,True,0.08417993450531411
Stephanie Browning,Forbesberg,62706,461,21807,4,30,False,0.3477657640417185
Tiffany Wilson,Maryberg,117416,330,21885,26,55,False,0.18638856714587448
Elizabeth Reese,Edwinborough,43473,409,9620,11,35,False,0.2212867756998597
William Jensen,New Jesse,76357,326,24544,5,40,False,0.32143745825530073
Karen Shaw,Josephstad,132251,488,26392,31,55,False,0.199559927713212
Christopher Perez,Durantown,103385,576,28069,14,50,False,0.27149973400396576
Virginia Todd,East Saramouth,145885,801,46079,20,90,True,0.31585838160194674
Stacy Patterson,New Jillfurt,144650,620,26831,39,70,True,0.18548911164880746
Laura Herrera,New Danielmouth,83264,343,17103,33,50,False,0.20540689853958494
Victoria Williams,Blackton,111351,494,20082,28,55,False,0.18034862731362988
Eric Carey,Jacksonport,128235,355,46216,33,50,False,0.36040082660740047
Julie Lucas,Lake Vincentburgh,50257,438,26760,26,35,False,0.5324631394631594
Alexander Chavez,South Christopher,61029,631,46332,10,50,False,0.7591800619377673
Becky Wilson,Waltersland,143325,836,47352,24,90,True,0.3303819989534275
Vanessa Salazar,South Andrea,51299,344,12199,21,45,False,0.2378019064699117
Mary Hernandez,East Kayla,134842,352,28497,19,55,False,0.2113362305513119
Randy Griffin,North Rachel,136269,507,1231,39,60,True,0.009033602653574915
Alexandria Jimenez,Stephenstown,53206,805,16589,13,80,True,0.3117881441942638
Karen Ortiz,New Carolbury,145528,584,41616,40,65,True,0.2859655873783739
Samantha Williams,North Denise,84040,337,10527,2,40,False,0.12526178010471203
Sara Evans,North Danielburgh,33248,465,45046,18,25,False,1.3548484119345525
Melissa Larson,South Kara,53509,668,3348,5,60,True,0.06256891364069596
Erica Merritt,Port Ronaldside,126542,366,20191,30,55,False,0.15955967188759462
Michael Hill,Warrenborough,73540,359,8163,36,45,False,0.11100081588251291
Lori Benitez,Ramseyport,132548,737,40901,20,75,True,0.30857500678999306
Kenneth Hanson,New Anna,83964,832,48787,40,80,True,0.5810466390357772
Dr. Stephen Hall IV,North David,135150,776,41990,7,80,True,0.31069182389937106
Christine Gilbert,Gutierrezmouth,117806,658,37727,40,65,True,0.3202468465103645
Martin Vaughn,Kristyport,143254,607,34206,35,70,True,0.2387786728468315
Aaron Jennings,Randyshire,126345,329,12510,12,60,True,0.0990146028730856
George Chambers,Roblesberg,136266,793,11183,40,95,True,0.08206742694435883
Sean Huang,Bowerschester,62527,357,35149,19,35,False,0.5621411550210309
Megan Peters,East Barbaramouth,64970,662,5339,9,60,True,0.08217638910266277
Andre Terrell,New Catherine,50866,491,40006,7,30,False,0.7864978571147722
Nicole Thornton,Jenniferview,133202,723,6688,31,85,True,0.050209456314469755
Jacqueline Gallegos,Javierport,121917,479,8355,23,60,True,0.06853022958242083
Paula Gentry,Hunterfort,44168,812,11097,12,70,True,0.2512452454265532
John Russo,Kimberlyberg,80140,400,34826,8,35,False,0.4345645121038183
Andrew Hughes,North Larryton,144316,389,22842,29,55,False,0.15827766844979074
Ashley Miranda,Andrewport,35075,514,22029,12,25,False,0.6280541696364932
Donald Flores,Lambertview,142537,452,11321,17,60,True,0.07942499140574026
Tyler Castro,East Amyside,91694,626,18763,9,60,True,0.20462625689794317
Regina Andrews,North Larry,59154,646,36427,28,50,False,0.6157994387530852
Allen Berger,North Patrickland,56158,736,26684,11,60,True,0.475159371772499
Stephanie Soto,Jensenport,137031,640,13985,34,70,True,0.10205719873605243
Thomas Duran,North Lisa,90332,779,7374,29,90,True,0.08163220121330204
Matthew Miranda,Hallbury,75830,447,41431,16,40,False,0.5463668732691547
Jenna Lyons,Kristinamouth,70001,764,32949,1,55,False,0.4706932758103456
Brian Mendoza,West Katrina,137549,430,34288,6,50,False,0.2492784389562992
Miguel Rodriguez,Port Kevinmouth,134247,710,39701,26,75,True,0.2957310032998875
David Moore,Reyesmouth,144206,513,46485,37,50,False,0.32235135847329516
William Bradley,Amybury,59831,477,44424,4,25,False,0.7424913506376293
Michelle Copeland,New Caitlinmouth,59219,399,30177,11,35,False,0.5095830730002195
Jared George,Murphyton,33101,392,15261,8,20,False,0.4610434730068578
Stephanie Fields,Port Dwayneberg,116511,763,35816,18,85,True,0.3074044510818721
Kenneth Gonzalez,Kevinport,55313,745,48041,22,70,True,0.8685300019886826
Lauren Carr DDS,Port Kelly,82227,678,36971,3,55,False,0.4496211706617048
Justin Irwin,Port Juliantown,73025,540,29292,37,35,False,0.40112290311537147
Evan Reyes,Grahamborough,66517,477,32121,8,30,False,0.4828991084985793
James Middleton,Mooreberg,143292,437,1760,4,50,False,0.012282611729894201
Brianna Dyer,Proctorberg,39099,386,9992,26,30,False,0.2555564080922786
Stephanie Dominguez,Hansonmouth,131361,821,28795,35,95,True,0.21920509131325128
Janice Perez,Jacobsshire,66585,810,48901,15,75,True,0.7344146579559961
Debra House,Arthurton,76025,794,47195,23,75,True,0.620782637290365
John Vaughn,Lake Jessica,114080,586,31470,33,65,True,0.27585904628331
Steve Davis,Mccoyland,96768,619,41176,3,45,False,0.42551256613756616
Kimberly Smith,Huntfort,82386,639,28591,22,60,True,0.3470371179569344
Thomas Curry,Bryanfort,119065,473,38542,3,40,False,0.3237055389913073
Dorothy Mclaughlin,West Toddberg,140580,817,6037,17,100,True,0.04294351970408308
Luis Hill,Alexisville,100282,478,39782,9,45,False,0.3967013023274366
Jacqueline Thompson,South Henry,73404,840,3168,21,90,True,0.04315841098577734
Dr. Linda Underwood,Mullinschester,33617,692,16594,28,50,False,0.4936192997590505
Carol Lane,Brianview,45118,418,4442,10,40,False,0.09845294560929119
John Alvarez,South Frances,144955,699,32102,16,80,True,0.2214618329826498
Seth Smith,Reyesmouth,64237,842,45752,2,65,True,0.7122374955243863
Joseph Gomez,Bishopview,53405,643,18716,17,55,False,0.350454077333583
Dawn Silva,Mejiabury,106099,499,35075,21,50,False,0.330587470192933
Wendy Edwards,Lake Alanland,64795,312,27951,6,30,False,0.43137587776834635
Melissa Bell,Johnathanton,35014,324,41592,5,20,False,1.1878677100588335
Kristopher Shannon,New Danielle,44208,422,6661,38,35,False,0.15067408613825553
Matthew Yoder,North Heather,108193,559,20304,29,55,False,0.18766463634431063
Angela Chavez,Kaylamouth,86959,563,11614,4,40,False,0.13355719361998183
Antonio Price,West Stephanieview,75309,482,29873,4,35,False,0.39667237647558723
Timothy Bishop Jr.,Rodriguezside,125491,741,15312,39,90,True,0.12201671833039819
Susan Baldwin,North Charlesshire,133078,556,30221,1,40,False,0.22709238191136025
Brittany Bowman,Lake Peterberg,71114,637,26646,36,55,False,0.37469415305003234
Michael Wise,Grahamland,87199,531,1216,24,55,False,0.013945114049473045
Sabrina Olson,Mathewport,109457,710,4617,40,85,True,0.04218094776944371
Maria Diaz DVM,Christophermouth,97033,596,43453,12,55,False,0.44781672214607404
Andrew Cruz,West Heather,45157,409,42328,22,25,False,0.9373519055738867
Dr. Jeffrey Lopez,East Anthonyshire,80488,544,33062,24,40,False,0.41076930722592186
Joshua Parker,Levytown,147899,337,23235,3,45,False,0.15710045368798978
Nathan Sullivan,Port Desiree,105574,835,31039,34,90,True,0.29400231117509995
Kerry Buckley,Lake Donaldtown,54914,782,41525,2,60,True,0.7561823942892523
Matthew Smith,West Loriville,63386,767,41057,10,70,True,0.6477297826018363
Amy Roth,South Brookebury,35817,364,14280,27,30,False,0.3986933579026719
Russell Rojas,Nguyenshire,122901,440,22075,13,55,False,0.17961611378263806
Leslie Rogers,West Donaldchester,87154,472,46632,23,40,False,0.5350528948757372
Jessica Frost,East Craigfurt,30221,461,2024,31,40,False,0.06697329671420535
Adam Howe,Robertfort,98146,429,14510,9,45,False,0.14784097161371834
Kelly Jenkins,New Heather,135710,484,48002,31,50,False,0.35371011716159456
Anita Serrano,Michaeltown,100575,541,13576,7,50,False,0.13498384290330598
Dr. Lisa Huffman,South Kaylee,120027,513,19115,3,45,False,0.15925583410399327
Robert Jennings,Jimenezburgh,124297,344,4540,23,60,True,0.036525418956209726
Jeffrey Cook,Williamston,127248,850,12526,10,100,True,0.09843769646674211
Karina Wilson,Lake Sean,126605,633,28463,12,70,True,0.22481734528652106
Stephanie Hall,West Jeremybury,117900,722,14104,24,80,True,0.11962680237489398
Angel Richards,South Dustinmouth,55825,482,26384,23,35,False,0.47261979399910437
Nathan Chen,Jamesberg,77739,332,46364,36,40,False,0.5964059223813015
Chad York,Barnesmouth,86531,525,20343,38,50,False,0.23509493707457443
Robert Cisneros,New Tara,39171,535,6667,26,35,False,0.1702024456868602
Katherine Forbes,Hoodview,117062,314,48842,27,45,False,0.41723189420990586
Danielle Murphy,New Sophia,73279,305,28379,2,30,False,0.3872732979434763
John Mack,South Amandafort,111678,400,30651,31,50,False,0.27445871165314567
Justin Smith,Dodsonberg,71145,667,20384,15,55,False,0.28651345842996695
Ann Castillo,Evanmouth,116951,324,30808,29,50,False,0.2634265632615369
Shelly Sullivan,Courtneytown,141151,372,26223,21,55,False,0.18577976776643454
Elizabeth Mullins,Port Gail,46334,643,49218,3,30,False,1.0622437087236154
Susan Cox,North Patrickmouth,124339,341,24958,23,55,False,0.20072543610612922
Justin Jones,East Tina,147970,544,36365,7,50,False,0.2457592755288234
Nancy Goodwin,Port Julie,69363,530,22001,22,40,False,0.3171863962054698
Kathy Henderson,North Nathanmouth,96469,797,33863,33,80,True,0.3510246815039028
Julie Patel,Shannonstad,70538,367,13343,29,45,False,0.18916045252204486
James White,North Fredville,117410,451,33527,9,45,False,0.28555489310961585
Kelly Burton,Robertside,83528,435,32057,22,45,False,0.3837874724643233
Oscar Smith,North Andrew,72753,537,35053,21,35,False,0.48180831031022775
Grant Lucas,Toddhaven,82743,755,31015,19,80,True,0.37483533350253195
Stephanie Parker,Jeremystad,121384,595,4101,9,70,True,0.03378534238449878
Jesus Jackson,Lake Amanda,68752,486,12492,9,40,False,0.18169653246451012
Bruce Chaney,South Jorge,102667,488,14445,35,55,False,0.14069759513767813
Mary Spence,West Shane,46683,466,35972,19,25,False,0.7705588758220338
Alexander Velazquez,South Sarah,55144,459,1281,34,50,False,0.023230088495575223
Erin Thornton,Kempshire,85108,450,38043,28,40,False,0.44699675706161585
Michael Wilson,South Christinabury,117153,756,24422,5,85,True,0.20846243800841635
Lee Lee,Port Shari,79695,584,13826,1,50,False,0.17348641696467784
Samuel Rhodes,New Prestonfort,118777,625,40529,38,65,True,0.3412192596209704
Amy Estrada,Hernandezchester,128059,678,26304,23,80,True,0.20540532098485853
Gregory Parker,Sawyerland,148332,520,48700,28,50,False,0.3283175579106329
Jennifer Ramos,Port Jessica,52810,734,48749,26,60,True,0.9231016852868775
Kevin Miller,West Thomas,110676,837,22981,4,85,True,0.20764212656763886
Leslie Bennett,South Danielleview,104593,724,12461,35,80,True,0.11913799202623503
Keith Melendez,East Marisa,69446,596,37298,31,50,False,0.5370791694266048
Ronald Davenport,Troymouth,83225,529,2758,0,40,False,0.03313908080504656
Eric Davidson,Martinezport,101819,727,12755,31,80,True,0.12527131478407763
Maria Johnson,Trevorland,139278,670,39080,30,75,True,0.2805898993380146
Sheena Burton,Mccannville,30053,682,34588,36,50,False,1.150900076531461
David Perkins,West Steven,69829,438,24421,10,40,False,0.3497257586389609
Isaac Fields,Brandonport,67606,842,42873,4,65,True,0.634159689968346
Pamela White,New Karenside,57549,630,21723,19,55,False,0.37746963457227756
Michael Cox,Madelinetown,86346,440,34958,18,40,False,0.4048595186806569
John Peterson,North Jeffery,132990,815,15490,12,95,True,0.11647492292653583
Kristin Norris,South Stevenland,106019,419,9600,1,45,False,0.09054980711004632
Eric Cox,Prestonhaven,109516,650,12285,19,70,True,0.1121753898973666
Robert Walker,Lake Jeremy,115813,428,14752,8,50,False,0.12737775551967395
Mrs. Pamela Rodriguez,Port Toddchester,72237,343,13868,6,40,False,0.19197917964478037
Matthew Watkins,Wilsonview,90946,344,5341,19,55,False,0.058727156774349615
Nicole Patton,New Rachel,87905,489,44948,22,40,False,0.511324725555998
Charles Francis,Stacystad,87954,660,11522,32,65,True,0.13100029560906837
Lisa Wagner,North Loritown,118555,841,15221,12,95,True,0.12838766817089114
